Date,Time,Hour,NO2_Level,Day_of_Week,Season
2024-01-01,01:00:00,1,32.32,Monday,Winter
2024-01-01,02:00:00,2,21.33,Monday,Winter
2024-01-01,03:00:00,3,25.18,Monday,Winter
2024-01-01,04:00:00,4,23.47,Monday,Winter
2024-01-01,05:00:00,5,23.16,Monday,Winter
2024-01-01,06:00:00,6,16.0,Monday,Winter
2024-01-01,07:00:00,7,19.15,Monday,Winter
2024-01-01,08:00:00,8,23.78,Monday,Winter
2024-01-01,09:00:00,9,26.37,Monday,Winter
2024-01-01,10:00:00,10,24.1,Monday,Winter
2024-01-01,11:00:00,11,20.75,Monday,Winter
2024-01-01,12:00:00,12,22.94,Monday,Winter
2024-01-01,13:00:00,13,19.72,Monday,Winter
2024-01-01,14:00:00,14,21.15,Monday,Winter
2024-01-01,15:00:00,15,29.72,Monday,Winter
2024-01-01,16:00:00,16,39.7,Monday,Winter
2024-01-01,17:00:00,17,45.86,Monday,Winter
2024-01-01,18:00:00,18,51.85,Monday,Winter
2024-01-01,19:00:00,19,55.9,Monday,Winter
2024-01-01,20:00:00,20,58.04,Monday,Winter
2024-01-01,21:00:00,21,62.18,Monday,Winter
2024-01-01,22:00:00,22,59.25,Monday,Winter
2024-01-01,23:00:00,23,38.44,Monday,Winter
2024-01-01,24:00:00,24,15.38,Monday,Winter
2024-01-02,01:00:00,1,10.01,Tuesday,Winter
2024-01-02,02:00:00,2,1.98,Tuesday,Winter
2024-01-02,03:00:00,3,1.03,Tuesday,Winter
2024-01-02,04:00:00,4,0.99,Tuesday,Winter
2024-01-02,05:00:00,5,0.93,Tuesday,Winter
2024-01-02,06:00:00,6,1.53,Tuesday,Winter
2024-01-02,07:00:00,7,2.02,Tuesday,Winter
2024-01-02,08:00:00,8,2.08,Tuesday,Winter
2024-01-02,09:00:00,9,0.78,Tuesday,Winter
2024-01-02,10:00:00,10,1.23,Tuesday,Winter
2024-01-02,11:00:00,11,2.62,Tuesday,Winter
2024-01-02,12:00:00,12,2.58,Tuesday,Winter
2024-01-02,13:00:00,13,3.21,Tuesday,Winter
2024-01-02,14:00:00,14,15.42,Tuesday,Winter
2024-01-02,15:00:00,15,33.69,Tuesday,Winter
2024-01-02,16:00:00,16,43.05,Tuesday,Winter
2024-01-02,17:00:00,17,45.59,Tuesday,Winter
2024-01-02,18:00:00,18,30.94,Tuesday,Winter
2024-01-02,19:00:00,19,53.19,Tuesday,Winter
2024-01-02,20:00:00,20,47.28,Tuesday,Winter
2024-01-02,21:00:00,21,6.16,Tuesday,Winter
2024-01-02,22:00:00,22,7.01,Tuesday,Winter
2024-01-02,23:00:00,23,5.22,Tuesday,Winter
2024-01-02,24:00:00,24,2.18,Tuesday,Winter
2024-01-03,01:00:00,1,6.63,Wednesday,Winter
2024-01-03,02:00:00,2,22.57,Wednesday,Winter
2024-01-03,03:00:00,3,32.71,Wednesday,Winter
2024-01-03,04:00:00,4,2.38,Wednesday,Winter
2024-01-03,05:00:00,5,1.88,Wednesday,Winter
2024-01-03,06:00:00,6,1.48,Wednesday,Winter
2024-01-03,07:00:00,7,1.53,Wednesday,Winter
2024-01-03,08:00:00,8,1.98,Wednesday,Winter
2024-01-03,09:00:00,9,1.63,Wednesday,Winter
2024-01-03,10:00:00,10,1.83,Wednesday,Winter
2024-01-03,11:00:00,11,1.87,Wednesday,Winter
2024-01-03,12:00:00,12,3.37,Wednesday,Winter
2024-01-03,13:00:00,13,3.42,Wednesday,Winter
2024-01-03,14:00:00,14,2.73,Wednesday,Winter
2024-01-03,15:00:00,15,3.36,Wednesday,Winter
2024-01-03,16:00:00,16,3.57,Wednesday,Winter
2024-01-03,17:00:00,17,4.66,Wednesday,Winter
2024-01-03,18:00:00,18,10.29,Wednesday,Winter
2024-01-03,19:00:00,19,7.35,Wednesday,Winter
2024-01-03,20:00:00,20,9.34,Wednesday,Winter
2024-01-03,21:00:00,21,13.32,Wednesday,Winter
2024-01-03,22:00:00,22,13.63,Wednesday,Winter
2024-01-03,23:00:00,23,13.97,Wednesday,Winter
2024-01-03,24:00:00,24,12.03,Wednesday,Winter
2024-01-04,01:00:00,1,12.34,Thursday,Winter
2024-01-04,02:00:00,2,11.94,Thursday,Winter
2024-01-04,03:00:00,3,12.08,Thursday,Winter
2024-01-04,04:00:00,4,13.18,Thursday,Winter
2024-01-04,05:00:00,5,15.76,Thursday,Winter
2024-01-04,06:00:00,6,26.98,Thursday,Winter
2024-01-04,07:00:00,7,32.49,Thursday,Winter
2024-01-04,08:00:00,8,34.18,Thursday,Winter
2024-01-04,09:00:00,9,33.13,Thursday,Winter
2024-01-04,10:00:00,10,39.26,Thursday,Winter
2024-01-04,11:00:00,11,43.65,Thursday,Winter
2024-01-04,12:00:00,12,40.17,Thursday,Winter
2024-01-04,13:00:00,13,37.55,Thursday,Winter
2024-01-04,14:00:00,14,39.73,Thursday,Winter
2024-01-04,15:00:00,15,47.15,Thursday,Winter
2024-01-04,16:00:00,16,48.9,Thursday,Winter
2024-01-04,17:00:00,17,42.52,Thursday,Winter
2024-01-04,18:00:00,18,46.8,Thursday,Winter
2024-01-04,19:00:00,19,36.22,Thursday,Winter
2024-01-04,20:00:00,20,36.39,Thursday,Winter
2024-01-04,21:00:00,21,29.65,Thursday,Winter
2024-01-04,22:00:00,22,34.84,Thursday,Winter
2024-01-04,23:00:00,23,31.29,Thursday,Winter
2024-01-04,24:00:00,24,42.84,Thursday,Winter
2024-01-05,01:00:00,1,25.67,Friday,Winter
2024-01-05,02:00:00,2,36.11,Friday,Winter
2024-01-05,03:00:00,3,36.45,Friday,Winter
2024-01-05,04:00:00,4,45.46,Friday,Winter
2024-01-05,05:00:00,5,43.13,Friday,Winter
2024-01-05,06:00:00,6,31.43,Friday,Winter
2024-01-05,07:00:00,7,43.9,Friday,Winter
2024-01-05,08:00:00,8,47.15,Friday,Winter
2024-01-05,09:00:00,9,70.39,Friday,Winter
2024-01-05,10:00:00,10,71.42,Friday,Winter
2024-01-05,11:00:00,11,50.72,Friday,Winter
2024-01-05,12:00:00,12,28.66,Friday,Winter
2024-01-05,13:00:00,13,16.39,Friday,Winter
2024-01-05,14:00:00,14,32.45,Friday,Winter
2024-01-05,15:00:00,15,44.23,Friday,Winter
2024-01-05,16:00:00,16,60.5,Friday,Winter
2024-01-05,17:00:00,17,57.85,Friday,Winter
2024-01-05,18:00:00,18,60.89,Friday,Winter
2024-01-05,19:00:00,19,45.93,Friday,Winter
2024-01-05,20:00:00,20,33.72,Friday,Winter
2024-01-05,21:00:00,21,26.0,Friday,Winter
2024-01-05,22:00:00,22,23.72,Friday,Winter
2024-01-05,23:00:00,23,23.24,Friday,Winter
2024-01-05,24:00:00,24,23.87,Friday,Winter
2024-01-06,01:00:00,1,23.01,Saturday,Winter
2024-01-06,02:00:00,2,11.54,Saturday,Winter
2024-01-06,03:00:00,3,22.82,Saturday,Winter
2024-01-06,04:00:00,4,21.44,Saturday,Winter
2024-01-06,05:00:00,5,30.01,Saturday,Winter
2024-01-06,06:00:00,6,32.74,Saturday,Winter
2024-01-06,07:00:00,7,33.78,Saturday,Winter
2024-01-06,08:00:00,8,39.72,Saturday,Winter
2024-01-06,09:00:00,9,39.15,Saturday,Winter
2024-01-06,10:00:00,10,35.83,Saturday,Winter
2024-01-06,11:00:00,11,35.27,Saturday,Winter
2024-01-06,12:00:00,12,16.61,Saturday,Winter
2024-01-06,13:00:00,13,14.36,Saturday,Winter
2024-01-06,14:00:00,14,15.27,Saturday,Winter
2024-01-06,15:00:00,15,19.0,Saturday,Winter
2024-01-06,16:00:00,16,18.16,Saturday,Winter
2024-01-06,17:00:00,17,24.4,Saturday,Winter
2024-01-06,18:00:00,18,26.38,Saturday,Winter
2024-01-06,19:00:00,19,40.13,Saturday,Winter
2024-01-06,20:00:00,20,53.02,Saturday,Winter
2024-01-06,21:00:00,21,26.27,Saturday,Winter
2024-01-06,22:00:00,22,13.44,Saturday,Winter
2024-01-06,23:00:00,23,9.5,Saturday,Winter
2024-01-06,24:00:00,24,23.86,Saturday,Winter
2024-01-07,01:00:00,1,21.48,Sunday,Winter
2024-01-07,02:00:00,2,8.7,Sunday,Winter
2024-01-07,03:00:00,3,6.97,Sunday,Winter
2024-01-07,04:00:00,4,5.67,Sunday,Winter
2024-01-07,05:00:00,5,7.27,Sunday,Winter
2024-01-07,06:00:00,6,8.62,Sunday,Winter
2024-01-07,07:00:00,7,10.46,Sunday,Winter
2024-01-07,08:00:00,8,14.04,Sunday,Winter
2024-01-07,09:00:00,9,22.45,Sunday,Winter
2024-01-07,10:00:00,10,11.93,Sunday,Winter
2024-01-07,11:00:00,11,12.98,Sunday,Winter
2024-01-07,12:00:00,12,16.22,Sunday,Winter
2024-01-07,13:00:00,13,13.58,Sunday,Winter
2024-01-07,14:00:00,14,17.71,Sunday,Winter
2024-01-07,15:00:00,15,17.62,Sunday,Winter
2024-01-07,16:00:00,16,10.15,Sunday,Winter
2024-01-07,17:00:00,17,18.29,Sunday,Winter
2024-01-07,18:00:00,18,16.94,Sunday,Winter
2024-01-07,19:00:00,19,22.92,Sunday,Winter
2024-01-07,20:00:00,20,18.63,Sunday,Winter
2024-01-07,21:00:00,21,24.21,Sunday,Winter
2024-01-07,22:00:00,22,26.5,Sunday,Winter
2024-01-07,23:00:00,23,44.08,Sunday,Winter
2024-01-07,24:00:00,24,50.49,Sunday,Winter
2024-01-08,01:00:00,1,34.12,Monday,Winter
2024-01-08,02:00:00,2,14.86,Monday,Winter
2024-01-08,03:00:00,3,15.93,Monday,Winter
2024-01-08,04:00:00,4,15.54,Monday,Winter
2024-01-08,05:00:00,5,23.82,Monday,Winter
2024-01-08,06:00:00,6,51.19,Monday,Winter
2024-01-08,07:00:00,7,27.09,Monday,Winter
2024-01-08,08:00:00,8,44.83,Monday,Winter
2024-01-08,09:00:00,9,56.49,Monday,Winter
2024-01-08,10:00:00,10,24.29,Monday,Winter
2024-01-08,11:00:00,11,35.98,Monday,Winter
2024-01-08,12:00:00,12,41.9,Monday,Winter
2024-01-08,13:00:00,13,42.72,Monday,Winter
2024-01-08,14:00:00,14,45.05,Monday,Winter
2024-01-08,15:00:00,15,47.7,Monday,Winter
2024-01-08,16:00:00,16,48.54,Monday,Winter
2024-01-08,17:00:00,17,47.82,Monday,Winter
2024-01-08,18:00:00,18,53.12,Monday,Winter
2024-01-08,19:00:00,19,53.42,Monday,Winter
2024-01-08,20:00:00,20,58.67,Monday,Winter
2024-01-08,21:00:00,21,58.16,Monday,Winter
2024-01-08,22:00:00,22,62.69,Monday,Winter
2024-01-08,23:00:00,23,49.69,Monday,Winter
2024-01-08,24:00:00,24,42.63,Monday,Winter
2024-01-09,01:00:00,1,55.86,Tuesday,Winter
2024-01-09,02:00:00,2,38.24,Tuesday,Winter
2024-01-09,03:00:00,3,49.77,Tuesday,Winter
2024-01-09,04:00:00,4,26.55,Tuesday,Winter
2024-01-09,05:00:00,5,17.95,Tuesday,Winter
2024-01-09,06:00:00,6,24.42,Tuesday,Winter
2024-01-09,07:00:00,7,24.26,Tuesday,Winter
2024-01-09,08:00:00,8,28.62,Tuesday,Winter
2024-01-09,09:00:00,9,23.78,Tuesday,Winter
2024-01-09,10:00:00,10,23.99,Tuesday,Winter
2024-01-09,11:00:00,11,22.89,Tuesday,Winter
2024-01-09,12:00:00,12,19.03,Tuesday,Winter
2024-01-09,13:00:00,13,19.52,Tuesday,Winter
2024-01-09,14:00:00,14,19.74,Tuesday,Winter
2024-01-09,15:00:00,15,20.96,Tuesday,Winter
2024-01-09,16:00:00,16,44.72,Tuesday,Winter
2024-01-09,17:00:00,17,48.77,Tuesday,Winter
2024-01-09,18:00:00,18,45.63,Tuesday,Winter
2024-01-09,19:00:00,19,47.62,Tuesday,Winter
2024-01-09,20:00:00,20,30.95,Tuesday,Winter
2024-01-09,21:00:00,21,23.58,Tuesday,Winter
2024-01-09,22:00:00,22,17.4,Tuesday,Winter
2024-01-09,23:00:00,23,15.4,Tuesday,Winter
2024-01-09,24:00:00,24,11.8,Tuesday,Winter
2024-01-10,01:00:00,1,7.04,Wednesday,Winter
2024-01-10,02:00:00,2,4.64,Wednesday,Winter
2024-01-10,03:00:00,3,5.53,Wednesday,Winter
2024-01-10,04:00:00,4,4.78,Wednesday,Winter
2024-01-10,05:00:00,5,5.68,Wednesday,Winter
2024-01-10,06:00:00,6,6.57,Wednesday,Winter
2024-01-10,07:00:00,7,15.34,Wednesday,Winter
2024-01-10,08:00:00,8,16.04,Wednesday,Winter
2024-01-10,09:00:00,9,20.39,Wednesday,Winter
2024-01-10,10:00:00,10,17.94,Wednesday,Winter
2024-01-10,11:00:00,11,14.45,Wednesday,Winter
2024-01-10,12:00:00,12,16.95,Wednesday,Winter
2024-01-10,13:00:00,13,15.05,Wednesday,Winter
2024-01-10,14:00:00,14,16.64,Wednesday,Winter
2024-01-10,15:00:00,15,16.25,Wednesday,Winter
2024-01-10,16:00:00,16,12.51,Wednesday,Winter
2024-01-10,17:00:00,17,13.96,Wednesday,Winter
2024-01-10,18:00:00,18,12.77,Wednesday,Winter
2024-01-10,19:00:00,19,13.71,Wednesday,Winter
2024-01-10,20:00:00,20,13.26,Wednesday,Winter
2024-01-10,21:00:00,21,9.97,Wednesday,Winter
2024-01-10,22:00:00,22,8.03,Wednesday,Winter
2024-01-10,23:00:00,23,7.62,Wednesday,Winter
2024-01-10,24:00:00,24,4.64,Wednesday,Winter
2024-01-11,01:00:00,1,2.79,Thursday,Winter
2024-01-11,02:00:00,2,2.45,Thursday,Winter
2024-01-11,03:00:00,3,2.03,Thursday,Winter
2024-01-11,04:00:00,4,1.39,Thursday,Winter
2024-01-11,05:00:00,5,1.99,Thursday,Winter
2024-01-11,06:00:00,6,4.93,Thursday,Winter
2024-01-11,07:00:00,7,7.22,Thursday,Winter
2024-01-11,08:00:00,8,9.32,Thursday,Winter
2024-01-11,09:00:00,9,13.46,Thursday,Winter
2024-01-11,10:00:00,10,17.56,Thursday,Winter
2024-01-11,11:00:00,11,9.06,Thursday,Winter
2024-01-11,12:00:00,12,8.47,Thursday,Winter
2024-01-11,13:00:00,13,5.22,Thursday,Winter
2024-01-11,14:00:00,14,3.28,Thursday,Winter
2024-01-11,15:00:00,15,4.58,Thursday,Winter
2024-01-11,16:00:00,16,4.92,Thursday,Winter
2024-01-11,17:00:00,17,9.42,Thursday,Winter
2024-01-11,18:00:00,18,8.32,Thursday,Winter
2024-01-11,19:00:00,19,17.55,Thursday,Winter
2024-01-11,20:00:00,20,14.66,Thursday,Winter
2024-01-11,21:00:00,21,9.02,Thursday,Winter
2024-01-11,22:00:00,22,6.82,Thursday,Winter
2024-01-11,23:00:00,23,7.57,Thursday,Winter
2024-01-11,24:00:00,24,11.87,Thursday,Winter
2024-01-12,01:00:00,1,8.31,Friday,Winter
2024-01-12,02:00:00,2,2.39,Friday,Winter
2024-01-12,03:00:00,3,5.28,Friday,Winter
2024-01-12,04:00:00,4,7.19,Friday,Winter
2024-01-12,05:00:00,5,10.18,Friday,Winter
2024-01-12,06:00:00,6,13.31,Friday,Winter
2024-01-12,07:00:00,7,17.25,Friday,Winter
2024-01-12,08:00:00,8,21.28,Friday,Winter
2024-01-12,09:00:00,9,23.74,Friday,Winter
2024-01-12,10:00:00,10,33.18,Friday,Winter
2024-01-12,11:00:00,11,22.08,Friday,Winter
2024-01-12,12:00:00,12,18.9,Friday,Winter
2024-01-12,13:00:00,13,17.79,Friday,Winter
2024-01-12,14:00:00,14,27.01,Friday,Winter
2024-01-12,15:00:00,15,40.18,Friday,Winter
2024-01-12,16:00:00,16,32.08,Friday,Winter
2024-01-12,17:00:00,17,22.92,Friday,Winter
2024-01-12,18:00:00,18,23.19,Friday,Winter
2024-01-12,19:00:00,19,21.87,Friday,Winter
2024-01-12,20:00:00,20,22.07,Friday,Winter
2024-01-12,21:00:00,21,17.63,Friday,Winter
2024-01-12,22:00:00,22,16.71,Friday,Winter
2024-01-12,23:00:00,23,18.01,Friday,Winter
2024-01-12,24:00:00,24,26.58,Friday,Winter
2024-01-13,01:00:00,1,29.14,Saturday,Winter
2024-01-13,02:00:00,2,4.38,Saturday,Winter
2024-01-13,03:00:00,3,1.79,Saturday,Winter
2024-01-13,04:00:00,4,1.98,Saturday,Winter
2024-01-13,05:00:00,5,1.74,Saturday,Winter
2024-01-13,06:00:00,6,9.22,Saturday,Winter
2024-01-13,07:00:00,7,35.5,Saturday,Winter
2024-01-13,08:00:00,8,11.87,Saturday,Winter
2024-01-13,09:00:00,9,11.86,Saturday,Winter
2024-01-13,10:00:00,10,9.86,Saturday,Winter
2024-01-13,11:00:00,11,7.52,Saturday,Winter
2024-01-13,12:00:00,12,8.66,Saturday,Winter
2024-01-13,13:00:00,13,8.02,Saturday,Winter
2024-01-13,14:00:00,14,8.86,Saturday,Winter
2024-01-13,15:00:00,15,8.37,Saturday,Winter
2024-01-13,16:00:00,16,8.87,Saturday,Winter
2024-01-13,17:00:00,17,9.82,Saturday,Winter
2024-01-13,18:00:00,18,10.22,Saturday,Winter
2024-01-13,19:00:00,19,7.08,Saturday,Winter
2024-01-13,20:00:00,20,8.83,Saturday,Winter
2024-01-13,21:00:00,21,8.17,Saturday,Winter
2024-01-13,22:00:00,22,7.22,Saturday,Winter
2024-01-13,23:00:00,23,6.08,Saturday,Winter
2024-01-13,24:00:00,24,5.24,Saturday,Winter
2024-01-14,01:00:00,1,4.25,Sunday,Winter
2024-01-14,02:00:00,2,3.05,Sunday,Winter
2024-01-14,03:00:00,3,2.54,Sunday,Winter
2024-01-14,04:00:00,4,2.73,Sunday,Winter
2024-01-14,05:00:00,5,3.18,Sunday,Winter
2024-01-14,06:00:00,6,1.59,Sunday,Winter
2024-01-14,07:00:00,7,2.83,Sunday,Winter
2024-01-14,08:00:00,8,5.53,Sunday,Winter
2024-01-14,09:00:00,9,4.33,Sunday,Winter
2024-01-14,10:00:00,10,5.19,Sunday,Winter
2024-01-14,11:00:00,11,4.99,Sunday,Winter
2024-01-14,12:00:00,12,4.18,Sunday,Winter
2024-01-14,13:00:00,13,5.82,Sunday,Winter
2024-01-14,14:00:00,14,5.32,Sunday,Winter
2024-01-14,15:00:00,15,3.93,Sunday,Winter
2024-01-14,16:00:00,16,4.98,Sunday,Winter
2024-01-14,17:00:00,17,7.02,Sunday,Winter
2024-01-14,18:00:00,18,7.63,Sunday,Winter
2024-01-14,19:00:00,19,6.18,Sunday,Winter
2024-01-14,20:00:00,20,5.28,Sunday,Winter
2024-01-14,21:00:00,21,4.98,Sunday,Winter
2024-01-14,22:00:00,22,5.23,Sunday,Winter
2024-01-14,23:00:00,23,3.53,Sunday,Winter
2024-01-14,24:00:00,24,2.79,Sunday,Winter
2024-01-15,01:00:00,1,1.99,Monday,Winter
2024-01-15,02:00:00,2,1.32,Monday,Winter
2024-01-15,03:00:00,3,1.34,Monday,Winter
2024-01-15,04:00:00,4,1.73,Monday,Winter
2024-01-15,05:00:00,5,2.34,Monday,Winter
2024-01-15,06:00:00,6,5.73,Monday,Winter
2024-01-15,07:00:00,7,8.87,Monday,Winter
2024-01-15,08:00:00,8,11.01,Monday,Winter
2024-01-15,09:00:00,9,9.81,Monday,Winter
2024-01-15,10:00:00,10,12.16,Monday,Winter
2024-01-15,11:00:00,11,13.11,Monday,Winter
2024-01-15,12:00:00,12,11.61,Monday,Winter
2024-01-15,14:00:00,14,10.38,Monday,Winter
2024-01-15,15:00:00,15,12.62,Monday,Winter
2024-01-15,16:00:00,16,14.71,Monday,Winter
2024-01-15,17:00:00,17,16.76,Monday,Winter
2024-01-15,18:00:00,18,19.88,Monday,Winter
2024-01-15,19:00:00,19,16.48,Monday,Winter
2024-01-15,20:00:00,20,12.94,Monday,Winter
2024-01-15,21:00:00,21,8.99,Monday,Winter
2024-01-15,22:00:00,22,7.36,Monday,Winter
2024-01-15,23:00:00,23,10.15,Monday,Winter
2024-01-15,24:00:00,24,6.24,Monday,Winter
2024-01-16,01:00:00,1,4.47,Tuesday,Winter
2024-01-16,02:00:00,2,10.3,Tuesday,Winter
2024-01-16,03:00:00,3,18.9,Tuesday,Winter
2024-01-16,04:00:00,4,20.81,Tuesday,Winter
2024-01-16,05:00:00,5,13.97,Tuesday,Winter
2024-01-16,06:00:00,6,31.01,Tuesday,Winter
2024-01-16,07:00:00,7,60.01,Tuesday,Winter
2024-01-16,08:00:00,8,56.98,Tuesday,Winter
2024-01-16,09:00:00,9,49.63,Tuesday,Winter
2024-01-16,10:00:00,10,37.29,Tuesday,Winter
2024-01-16,11:00:00,11,41.15,Tuesday,Winter
2024-01-16,12:00:00,12,33.01,Tuesday,Winter
2024-01-16,13:00:00,13,47.21,Tuesday,Winter
2024-01-16,14:00:00,14,54.33,Tuesday,Winter
2024-01-16,15:00:00,15,62.15,Tuesday,Winter
2024-01-16,16:00:00,16,53.91,Tuesday,Winter
2024-01-16,17:00:00,17,52.65,Tuesday,Winter
2024-01-16,18:00:00,18,66.57,Tuesday,Winter
2024-01-16,19:00:00,19,29.28,Tuesday,Winter
2024-01-16,20:00:00,20,10.24,Tuesday,Winter
2024-01-16,21:00:00,21,15.13,Tuesday,Winter
2024-01-16,22:00:00,22,8.43,Tuesday,Winter
2024-01-16,23:00:00,23,6.01,Tuesday,Winter
2024-01-16,24:00:00,24,4.14,Tuesday,Winter
2024-01-17,01:00:00,1,4.47,Wednesday,Winter
2024-01-17,02:00:00,2,2.48,Wednesday,Winter
2024-01-17,03:00:00,3,2.23,Wednesday,Winter
2024-01-17,04:00:00,4,2.61,Wednesday,Winter
2024-01-17,05:00:00,5,3.35,Wednesday,Winter
2024-01-17,06:00:00,6,9.82,Wednesday,Winter
2024-01-17,07:00:00,7,13.59,Wednesday,Winter
2024-01-17,08:00:00,8,16.53,Wednesday,Winter
2024-01-17,09:00:00,9,31.28,Wednesday,Winter
2024-01-17,10:00:00,10,21.0,Wednesday,Winter
2024-01-17,11:00:00,11,11.87,Wednesday,Winter
2024-01-17,12:00:00,12,14.2,Wednesday,Winter
2024-01-17,13:00:00,13,12.94,Wednesday,Winter
2024-01-17,14:00:00,14,14.06,Wednesday,Winter
2024-01-17,15:00:00,15,18.16,Wednesday,Winter
2024-01-17,16:00:00,16,16.29,Wednesday,Winter
2024-01-17,17:00:00,17,17.46,Wednesday,Winter
2024-01-17,18:00:00,18,19.88,Wednesday,Winter
2024-01-17,19:00:00,19,18.76,Wednesday,Winter
2024-01-17,20:00:00,20,17.23,Wednesday,Winter
2024-01-17,21:00:00,21,14.9,Wednesday,Winter
2024-01-17,22:00:00,22,8.43,Wednesday,Winter
2024-01-17,23:00:00,23,8.19,Wednesday,Winter
2024-01-17,24:00:00,24,6.89,Wednesday,Winter
2024-01-18,01:00:00,1,5.4,Thursday,Winter
2024-01-18,02:00:00,2,4.16,Thursday,Winter
2024-01-18,03:00:00,3,7.17,Thursday,Winter
2024-01-18,04:00:00,4,5.03,Thursday,Winter
2024-01-18,05:00:00,5,5.07,Thursday,Winter
2024-01-18,06:00:00,6,16.62,Thursday,Winter
2024-01-18,07:00:00,7,57.68,Thursday,Winter
2024-01-18,08:00:00,8,31.56,Thursday,Winter
2024-01-18,09:00:00,9,33.05,Thursday,Winter
2024-01-18,10:00:00,10,21.85,Thursday,Winter
2024-01-18,13:00:00,13,8.24,Thursday,Winter
2024-01-18,14:00:00,14,15.69,Thursday,Winter
2024-01-18,15:00:00,15,13.55,Thursday,Winter
2024-01-18,16:00:00,16,13.87,Thursday,Winter
2024-01-18,17:00:00,17,15.46,Thursday,Winter
2024-01-18,18:00:00,18,12.66,Thursday,Winter
2024-01-18,19:00:00,19,10.8,Thursday,Winter
2024-01-18,20:00:00,20,14.71,Thursday,Winter
2024-01-18,21:00:00,21,12.43,Thursday,Winter
2024-01-18,22:00:00,22,10.47,Thursday,Winter
2024-01-18,23:00:00,23,15.6,Thursday,Winter
2024-01-18,24:00:00,24,13.78,Thursday,Winter
2024-01-19,01:00:00,1,11.92,Friday,Winter
2024-01-19,02:00:00,2,4.78,Friday,Winter
2024-01-19,03:00:00,3,8.38,Friday,Winter
2024-01-19,04:00:00,4,14.9,Friday,Winter
2024-01-19,05:00:00,5,35.75,Friday,Winter
2024-01-19,06:00:00,6,14.8,Friday,Winter
2024-01-19,07:00:00,7,30.49,Friday,Winter
2024-01-19,08:00:00,8,28.82,Friday,Winter
2024-01-19,09:00:00,9,12.9,Friday,Winter
2024-01-19,10:00:00,10,35.47,Friday,Winter
2024-01-19,11:00:00,11,42.88,Friday,Winter
2024-01-19,12:00:00,12,37.43,Friday,Winter
2024-01-19,13:00:00,13,25.56,Friday,Winter
2024-01-19,14:00:00,14,18.85,Friday,Winter
2024-01-19,15:00:00,15,29.0,Friday,Winter
2024-01-19,16:00:00,16,30.45,Friday,Winter
2024-01-19,17:00:00,17,35.06,Friday,Winter
2024-01-19,18:00:00,18,38.08,Friday,Winter
2024-01-19,19:00:00,19,19.13,Friday,Winter
2024-01-19,20:00:00,20,15.97,Friday,Winter
2024-01-19,21:00:00,21,16.11,Friday,Winter
2024-01-19,22:00:00,22,11.41,Friday,Winter
2024-01-19,23:00:00,23,10.2,Friday,Winter
2024-01-19,24:00:00,24,5.4,Friday,Winter
2024-01-20,01:00:00,1,6.46,Saturday,Winter
2024-01-20,02:00:00,2,4.41,Saturday,Winter
2024-01-20,03:00:00,3,4.19,Saturday,Winter
2024-01-20,04:00:00,4,4.28,Saturday,Winter
2024-01-20,05:00:00,5,3.07,Saturday,Winter
2024-01-20,06:00:00,6,7.45,Saturday,Winter
2024-01-20,07:00:00,7,9.73,Saturday,Winter
2024-01-20,08:00:00,8,7.87,Saturday,Winter
2024-01-20,09:00:00,9,6.52,Saturday,Winter
2024-01-20,10:00:00,10,7.45,Saturday,Winter
2024-01-20,11:00:00,11,10.43,Saturday,Winter
2024-01-20,12:00:00,12,17.23,Saturday,Winter
2024-01-20,13:00:00,13,15.74,Saturday,Winter
2024-01-20,14:00:00,14,21.0,Saturday,Winter
2024-01-20,15:00:00,15,26.35,Saturday,Winter
2024-01-20,16:00:00,16,24.35,Saturday,Winter
2024-01-20,17:00:00,17,14.62,Saturday,Winter
2024-01-20,18:00:00,18,12.06,Saturday,Winter
2024-01-20,19:00:00,19,10.61,Saturday,Winter
2024-01-20,20:00:00,20,12.34,Saturday,Winter
2024-01-20,21:00:00,21,8.33,Saturday,Winter
2024-01-20,22:00:00,22,6.75,Saturday,Winter
2024-01-20,23:00:00,23,8.89,Saturday,Winter
2024-01-20,24:00:00,24,6.56,Saturday,Winter
2024-01-21,01:00:00,1,4.84,Sunday,Winter
2024-01-21,02:00:00,2,4.1,Sunday,Winter
2024-01-21,03:00:00,3,3.86,Sunday,Winter
2024-01-21,04:00:00,4,3.72,Sunday,Winter
2024-01-21,05:00:00,5,5.91,Sunday,Winter
2024-01-21,06:00:00,6,7.03,Sunday,Winter
2024-01-21,07:00:00,7,34.54,Sunday,Winter
2024-01-21,08:00:00,8,23.32,Sunday,Winter
2024-01-21,09:00:00,9,14.85,Sunday,Winter
2024-01-21,10:00:00,10,13.36,Sunday,Winter
2024-01-21,11:00:00,11,13.45,Sunday,Winter
2024-01-21,12:00:00,12,8.01,Sunday,Winter
2024-01-21,13:00:00,13,9.17,Sunday,Winter
2024-01-21,14:00:00,14,10.52,Sunday,Winter
2024-01-21,15:00:00,15,27.37,Sunday,Winter
2024-01-21,16:00:00,16,35.43,Sunday,Winter
2024-01-21,17:00:00,17,17.6,Sunday,Winter
2024-01-21,18:00:00,18,9.26,Sunday,Winter
2024-01-21,19:00:00,19,10.61,Sunday,Winter
2024-01-21,20:00:00,20,9.17,Sunday,Winter
2024-01-21,21:00:00,21,6.89,Sunday,Winter
